Cell Number,Pink Line Length,Yellow Line Length,Area
1,187.2431574183687,104.04806581575652,15129.0
2,171.2103968805633,77.46612162745726,10185.5
3,45.880278987817846,20.248456731316587,888.0
4,31.064449134018133,25.238858928247925,795.0
5,31.906112267087632,29.154759474226502,654.0
6,23.430749027719962,21.2602916254693,341.5
7,36.138621999185304,12.36931687685298,401.0
