Cell Number,Centroid,Radii,Max/Min Radius,Closest Opposite Polygon Points,Distance Min/Max,Max Dimensions
1,"(255, 155)","62.64, 61.98, 62.30, 62.63, 62.97, 61.85, 62.65, 62.17, 63.06, 63.53, 64.01, 63.63, 64.14, 63.81, 64.90, 64.64, 65.22, 65.80, 66.40, 66.07, 66.71, 67.27, 67.94, 67.21, 67.18, 67.88, 71.03, 70.46, 71.87, 71.34, 72.95, 72.47, 74.25, 73.82, 74.85, 74.85, 75.96, 75.61, 76.22, 75.89, 76.54, 76.54, 77.88, 77.62, 78.34, 78.10, 78.85, 78.85, 79.62, 79.43, 80.23, 80.06, 80.89, 80.75, 81.61, 81.50, 82.39, 85.44, 83.82, 84.12, 83.49, 83.82, 82.87, 83.22, 82.08, 82.08, 81.54, 81.94, 81.44, 81.44, 80.06, 80.06, 77.39, 76.55, 75.45, 74.63, 74.20, 72.62, 72.47, 71.70, 70.94, 70.18, 70.09, 69.35, 69.31, 67.18, 67.21, 64.54, 63.89, 56.44, 55.95, 54.56, 53.23, 52.39, 51.08, 50.70, 49.40, 48.38, 48.08, 47.30, 46.10, 45.71, 44.55, 44.41, 43.29, 43.19, 43.10, 43.01, 42.00, 43.17, 42.45, 43.32, 42.72, 43.08, 43.46, 44.72, 44.29, 45.28, 44.94, 45.49, 45.22, 45.80, 46.40, 47.01, 46.86, 47.51, 47.38, 48.08, 48.80, 49.52, 49.58, 50.33, 50.45, 51.22, 52.20, 53.01, 53.54, 54.38, 54.71, 55.57, 56.44, 57.31, 57.71, 58.59, 59.03, 59.93, 60.42, 61.33, 62.77, 63.69, 69.38, 69.12, 69.86, 69.86, 71.39, 71.20, 73.82, 73.68, 75.54, 75.43, 76.32, 76.32, 77.23, 77.16, 79.10, 79.06, 80.02, 80.01, 82.00, 82.01, 83.02, 83.02, 84.05, 84.15, 85.15, 85.29, 86.37, 90.76, 90.14, 90.82, 90.25, 91.00, 89.05, 89.47, 88.57, 89.44, 87.71, 88.19, 86.95, 87.46, 86.61, 86.28, 86.82, 84.20, 83.41, 82.22, 81.47, 80.62, 79.20, 79.21, 77.83, 77.90, 77.23, 77.34, 76.06, 75.43, 72.42, 72.67","Max Radius: 91.00 at point (339, 120)","Min Radius: 42.00 at point (255, 197)","Closest Opposite Polygon Point (Min): (237, 95)","Closest Opposite Polygon Point (Max): (177, 184)",Distance between Min Radius and Opposite: 104,Distance between Max Radius and Opposite: 174,"Max Width: 84, Max Height: 182"
