Cell Number,Centroid,Radii,Max/Min Radius,Closest Opposite Polygon Points,Distance Min/Max,Max Dimensions
1,"(324, 255)","75.60, 75.80, 77.42, 78.49, 79.32, 79.61, 80.45, 80.78, 82.49, 84.53, 85.42, 87.73, 88.64, 90.08, 89.69, 92.97, 92.97, 95.88, 95.34, 96.05, 95.80, 98.27, 97.67, 98.48, 98.31, 100.13, 99.13, 97.19, 97.33, 96.42, 96.63, 95.75, 95.89, 94.20, 94.20, 93.38, 93.56, 92.76, 92.76, 91.22, 91.44, 90.47, 90.96, 90.25, 90.25, 88.23, 88.23, 85.44, 85.80, 82.76, 81.86, 79.65, 78.77, 77.52, 76.66, 76.01, 75.17, 74.89, 74.06, 73.01, 72.20, 72.01, 70.43, 70.29, 68.77, 68.01, 67.27, 67.21, 66.48, 66.47, 62.37, 62.48, 58.25, 57.69, 48.09, 48.04, 48.51, 47.68, 48.76, 48.08, 49.04, 48.47, 48.85, 49.24, 51.00, 50.61, 52.15, 51.87, 52.43, 52.20, 52.80, 53.41, 54.67, 54.56, 57.28, 57.28, 58.00, 58.05, 58.80, 59.55, 60.31, 60.44, 62.80, 63.25, 64.07, 64.90, 65.73, 66.04, 66.89, 68.48, 69.35, 71.59, 72.50, 78.45, 78.16, 80.52, 80.28, 81.02, 81.02, 81.79, 81.58, 82.38, 82.38, 83.19, 83.02, 83.86, 83.60, 84.48, 84.38, 85.29, 85.48, 84.48, 84.85, 83.86, 84.34, 83.55, 83.74, 82.00, 82.23, 81.49, 81.74, 80.78, 81.04, 80.08, 79.40, 79.70, 78.75, 79.06, 76.32, 76.69, 76.16, 75.24, 74.32, 73.41, 72.92, 72.01, 71.12, 70.24, 69.35, 65.86, 65.51, 63.81, 63.25, 62.43, 61.61, 60.00, 59.82, 58.26, 58.14, 57.38, 57.31, 56.59, 55.87, 51.09, 51.22, 48.83, 49.09, 48.55, 48.88, 47.89, 47.41, 46.10, 46.62, 45.88, 47.13, 46.57, 46.32, 45.04, 45.10, 45.28, 44.41, 44.55, 43.74, 45.54, 48.10, 48.47, 48.85, 50.54, 51.88","Max Radius: 100.13 at point (225, 240)","Min Radius: 43.74 at point (316, 212)","Closest Opposite Polygon Point (Min): (332, 302)","Closest Opposite Polygon Point (Max): (409, 262)",Distance between Min Radius and Opposite: 91,Distance between Max Radius and Opposite: 185,"Max Width: 87, Max Height: 200"
